,afr,aii,ang,ara,arw,bft,bod,ces,chn,cho,cmn,cre,dan,deu,dum,egy,ell,eng,enm,ett,fas,fra,frk,frm,fro,gla,gle,gmh,gml,goh,grc,guj,haw,hbs,heb,hin,ipk,isl,ita,jpn,lao,lat,lav,msa,nah,nan,nap,nav,nci,nld,non,oci,odt,osp,p_gem,pal,phn,pim,pol,por,pro,que,rom,rus,san,sco,sga,spa,sth,swe,tam,tha,tnq,ton,tur,vec,wol,xno,yid,zku,zul
ca25,0.0,0.0,0.1853448275862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021551724137931034,0.0,0.0,0.0,0.21982758620689655,0.0,0.0,0.04741379310344827,0.0,0.02586206896551724,0.15948275862068967,0.0,0.0,0.0,0.0,0.02586206896551724,0.004310344827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004310344827586207,0.0,0.0,0.26939655172413796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021551724137931034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021551724137931034,0.0,0.0,0.0,0.0021551724137931034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04956896551724138,0.0,0.0,0.0
ca26,0.0,0.0,0.2622601279317697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042643923240938165,0.0,0.0,0.0,0.0,0.24307036247334754,0.0,0.0,0.04477611940298507,0.0,0.014925373134328358,0.10874200426439233,0.0,0.0,0.0,0.0,0.0,0.01279317697228145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006396588486140725,0.0,0.0,0.21535181236673773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006396588486140725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010660980810234541,0.0,0.0,0.0,0.0,0.07036247334754797,0.0,0.0,0.0
ca27,0.0,0.0,0.2460136674259681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002277904328018223,0.20045558086560364,0.0,0.0,0.0387243735763098,0.0,0.01366742596810934,0.10933940774487472,0.0,0.0,0.0,0.0,0.0,0.03416856492027335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015945330296127564,0.0,0.0,0.26651480637813213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015945330296127564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05694760820045558,0.0,0.0,0.0
ca28,0.0,0.0,0.23121387283236994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019267822736030828,0.1676300578034682,0.0,0.0,0.0905587668593449,0.0,0.009633911368015413,0.2119460500963391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009633911368015413,0.0,0.0,0.2504816955684008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019267822736030828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025048169556840076,0.0,0.0,0.0
ca29,0.0,0.0,0.2524271844660194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005825242718446602,0.005825242718446602,0.0,0.0,0.0,0.29320388349514565,0.0,0.0,0.03300970873786408,0.0,0.015533980582524271,0.08932038834951456,0.0,0.0,0.0,0.0,0.0,0.017475728155339806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005825242718446602,0.001941747572815534,0.0,0.2058252427184466,0.0,0.001941747572815534,0.0,0.0,0.0,0.0,0.0,0.0,0.027184466019417475,0.0,0.0,0.0,0.003883495145631068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001941747572815534,0.001941747572815534,0.0,0.0,0.0,0.001941747572815534,0.0,0.0,0.0,0.0,0.03495145631067961,0.0,0.0,0.0
ca30,0.0,0.0,0.3044397463002114,0.0021141649048625794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28118393234672306,0.0,0.0,0.014799154334038054,0.0,0.021141649048625793,0.13107822410147993,0.0,0.0,0.0,0.0,0.0,0.006342494714587738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008456659619450317,0.0021141649048625794,0.0,0.14799154334038056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004228329809725159,0.019027484143763214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004228329809725159,0.0,0.0,0.0,0.0,0.0,0.0,0.0021141649048625794,0.0,0.0,0.0507399577167019,0.0,0.0,0.0
ca31,0.0,0.0,0.25301204819277107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002008032128514056,0.0,0.0,0.0,0.002008032128514056,0.2710843373493976,0.0,0.0,0.02610441767068273,0.0,0.010040160642570281,0.08835341365461848,0.0,0.0,0.0,0.0,0.0,0.014056224899598393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024096385542168676,0.002008032128514056,0.0,0.23092369477911648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01606425702811245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002008032128514056,0.0,0.0,0.0,0.004016064257028112,0.002008032128514056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05220883534136546,0.0,0.0,0.0
ca32,0.0,0.0,0.24435318275154005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002053388090349076,0.0,0.0,0.0,0.002053388090349076,0.25051334702258726,0.0,0.002053388090349076,0.055441478439425054,0.0,0.0,0.11909650924024641,0.0,0.0,0.0,0.0,0.0,0.01026694045174538,0.002053388090349076,0.0,0.0,0.0,0.0,0.0,0.0,0.0513347022587269,0.002053388090349076,0.0,0.162217659137577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012320328542094456,0.012320328542094456,0.0,0.0,0.0,0.002053388090349076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06981519507186858,0.0,0.0,0.0
ca33,0.0,0.0,0.22113502935420742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2974559686888454,0.0,0.0,0.0273972602739726,0.0,0.019569471624266144,0.11741682974559686,0.0,0.0,0.0,0.0,0.0,0.019569471624266144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0,0.0,0.21135029354207435,0.0,0.0,0.0,0.0019569471624266144,0.0,0.0,0.0,0.0,0.011741682974559686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04500978473581213,0.0,0.0,0.0
ca34,0.0,0.0,0.2205240174672489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24890829694323144,0.0,0.0,0.028384279475982533,0.0,0.015283842794759825,0.1331877729257642,0.0,0.0,0.0,0.0,0.0,0.008733624454148471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006550218340611353,0.0,0.0,0.27510917030567683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013100436681222707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05021834061135371,0.0,0.0,0.0
